id,date,product_id,quantity_sold
3466,2023-03-19,22,33
3467,2023-03-19,23,15
3468,2023-03-19,24,3
3469,2023-03-19,25,12
3470,2023-03-19,26,11
3471,2023-03-19,27,5
3472,2023-03-19,28,9
3473,2023-03-19,29,17
3474,2023-03-19,30,10
3475,2023-03-19,31,9
3476,2023-03-19,32,15
3477,2023-03-19,33,12
3478,2023-03-19,34,10
3479,2023-03-19,35,13
3480,2023-03-19,36,4
3481,2023-03-19,37,9
3482,2023-03-19,38,8
3483,2023-03-19,39,8
3484,2023-03-19,40,12
3485,2023-03-19,41,21
3486,2023-03-19,42,7
3487,2023-03-19,43,6
3488,2023-03-19,44,9
3489,2023-03-19,45,3
3490,2023-03-20,1,13
3491,2023-03-20,2,14
3492,2023-03-20,3,12
3493,2023-03-20,4,11
3494,2023-03-20,5,12
3495,2023-03-20,6,4
3496,2023-03-20,7,47
3497,2023-03-20,8,18
3498,2023-03-20,9,28
3499,2023-03-20,10,5
3500,2023-03-20,11,5
3501,2023-03-20,12,7
3502,2023-03-20,13,6
3503,2023-03-20,14,2
3504,2023-03-20,15,9
3505,2023-03-20,16,3
3506,2023-03-20,17,4
3507,2023-03-20,18,7
3508,2023-03-20,19,8
3509,2023-03-20,20,13
3510,2023-03-20,21,12
3511,2023-03-20,22,12
3512,2023-03-20,23,7
3513,2023-03-20,24,8
3514,2023-03-20,25,10
3515,2023-03-20,26,8
3516,2023-03-20,27,4
3517,2023-03-20,28,9
3518,2023-03-20,29,16
3519,2023-03-20,30,7
3520,2023-03-20,31,13
3521,2023-03-20,32,17
3522,2023-03-20,33,16
3523,2023-03-20,34,8
3524,2023-03-20,35,10
3525,2023-03-20,36,3
3526,2023-03-20,37,7
3527,2023-03-20,38,10
3528,2023-03-20,39,7
3529,2023-03-20,40,5
3530,2023-03-20,41,17
3531,2023-03-20,42,7
3532,2023-03-20,43,6
3533,2023-03-20,44,2
3534,2023-03-20,45,3
3535,2023-03-21,1,16
3536,2023-03-21,2,10
3537,2023-03-21,3,9
3538,2023-03-21,4,4
3539,2023-03-21,5,14
3540,2023-03-21,6,12
3541,2023-03-21,7,35
3542,2023-03-21,8,20
3543,2023-03-21,9,27
3544,2023-03-21,10,11
3545,2023-03-21,11,1
3546,2023-03-21,12,8
3547,2023-03-21,13,2
3548,2023-03-21,14,4
3549,2023-03-21,15,12
3550,2023-03-21,16,3
3551,2023-03-21,17,5
3552,2023-03-21,18,3
3553,2023-03-21,19,12
3554,2023-03-21,20,9
3555,2023-03-21,21,6
3556,2023-03-21,22,19
3557,2023-03-21,23,6
3558,2023-03-21,24,6
3559,2023-03-21,25,14
3560,2023-03-21,26,5
3561,2023-03-21,27,1
3562,2023-03-21,28,8
3563,2023-03-21,29,12
3564,2023-03-21,30,9
3565,2023-03-21,31,15
3566,2023-03-21,32,7
3567,2023-03-21,33,7
3568,2023-03-21,34,10
3569,2023-03-21,35,13
3570,2023-03-21,36,8
3571,2023-03-21,37,10
3572,2023-03-21,38,8
3573,2023-03-21,39,9
3574,2023-03-21,40,11
3575,2023-03-21,41,26
3576,2023-03-21,42,2
3577,2023-03-21,43,3
3578,2023-03-21,44,1
3579,2023-03-21,45,3
3580,2023-03-22,1,12
3581,2023-03-22,2,16
3582,2023-03-22,3,10
3583,2023-03-22,4,8
3584,2023-03-22,5,9
3585,2023-03-22,6,3
3586,2023-03-22,7,42
3587,2023-03-22,8,19
3588,2023-03-22,9,23
3589,2023-03-22,10,13
3590,2023-03-22,11,11
3591,2023-03-22,12,6
3592,2023-03-22,13,4
3593,2023-03-22,14,6
3594,2023-03-22,15,5
3595,2023-03-22,16,11
3596,2023-03-22,17,7
3597,2023-03-22,18,7
3598,2023-03-22,19,8
3599,2023-03-22,20,16
3600,2023-03-22,21,6
3601,2023-03-22,22,20
3602,2023-03-22,23,10
3603,2023-03-22,24,3
3604,2023-03-22,25,9
3605,2023-03-22,26,4
3606,2023-03-22,27,3
3607,2023-03-22,28,15
3608,2023-03-22,29,14
3609,2023-03-22,30,13
3610,2023-03-22,31,17
3611,2023-03-22,32,10
3612,2023-03-22,33,17
3613,2023-03-22,34,11
3614,2023-03-22,35,6
3615,2023-03-22,36,10
3616,2023-03-22,37,8
3617,2023-03-22,38,6
3618,2023-03-22,39,11
3619,2023-03-22,40,8
3620,2023-03-22,41,18
3621,2023-03-22,42,2
3622,2023-03-22,43,4
3623,2023-03-22,44,1
3624,2023-03-23,1,19
3625,2023-03-23,2,9
3626,2023-03-23,3,13
3627,2023-03-23,4,9
3628,2023-03-23,5,23
3629,2023-03-23,6,13
3630,2023-03-23,7,58
3631,2023-03-23,8,21
3632,2023-03-23,9,31
3633,2023-03-23,10,9
3634,2023-03-23,11,7
3635,2023-03-23,12,9
3636,2023-03-23,13,4
3637,2023-03-23,14,4
3638,2023-03-23,15,8
3639,2023-03-23,16,11
3640,2023-03-23,17,5
3641,2023-03-23,18,15
3642,2023-03-23,19,14
3643,2023-03-23,20,23
3644,2023-03-23,21,13
3645,2023-03-23,22,25
3646,2023-03-23,23,7
3647,2023-03-23,24,2
3648,2023-03-23,25,14
3649,2023-03-23,26,9
3650,2023-03-23,27,6
3651,2023-03-23,28,16
3652,2023-03-23,29,15
3653,2023-03-23,30,16
3654,2023-03-23,31,21
3655,2023-03-23,32,9
3656,2023-03-23,33,17
3657,2023-03-23,34,8
3658,2023-03-23,35,17
3659,2023-03-23,36,3
3660,2023-03-23,37,12
3661,2023-03-23,38,9
3662,2023-03-23,39,3
3663,2023-03-23,40,12
3664,2023-03-23,41,29
3665,2023-03-23,42,2
3666,2023-03-23,43,5
3667,2023-03-23,44,6
3668,2023-03-23,45,2
3669,2023-03-24,1,24
3670,2023-03-24,2,14
3671,2023-03-24,3,15
3672,2023-03-24,4,10
3673,2023-03-24,5,14
3674,2023-03-24,6,5
3675,2023-03-24,7,56
3676,2023-03-24,8,20
3677,2023-03-24,9,39
3678,2023-03-24,10,6
3679,2023-03-24,11,8
3680,2023-03-24,12,11
3681,2023-03-24,13,4
3682,2023-03-24,14,5
3683,2023-03-24,15,9
3684,2023-03-24,16,7
3685,2023-03-24,17,3
3686,2023-03-24,18,8
3687,2023-03-24,19,12
3688,2023-03-24,20,28
3689,2023-03-24,21,10
3690,2023-03-24,22,28
3691,2023-03-24,23,8
3692,2023-03-24,24,8
3693,2023-03-24,25,10
3694,2023-03-24,26,7
3695,2023-03-24,27,6
3696,2023-03-24,28,13
3697,2023-03-24,29,16
3698,2023-03-24,30,10
3699,2023-03-24,31,26
3700,2023-03-24,32,12
3701,2023-03-24,33,17
3702,2023-03-24,34,12
3703,2023-03-24,35,10
3704,2023-03-24,36,6
3705,2023-03-24,37,14
3706,2023-03-24,38,8
3707,2023-03-24,39,9
3708,2023-03-24,40,7
3709,2023-03-24,41,32
3710,2023-03-24,42,4
3711,2023-03-24,43,7
3712,2023-03-24,44,4
3713,2023-03-24,45,2
3714,2023-03-25,1,34
3715,2023-03-25,2,31
3716,2023-03-25,3,21
3717,2023-03-25,4,20
3718,2023-03-25,5,19
3719,2023-03-25,6,14
3720,2023-03-25,7,74
3721,2023-03-25,8,27
3722,2023-03-25,9,42
3723,2023-03-25,10,14
3724,2023-03-25,11,11
3725,2023-03-25,12,7
3726,2023-03-25,13,11
3727,2023-03-25,14,7
3728,2023-03-25,15,18
3729,2023-03-25,16,9
3730,2023-03-25,17,4
3731,2023-03-25,18,13
3732,2023-03-25,19,15
3733,2023-03-25,20,26
3734,2023-03-25,21,8
3735,2023-03-25,22,49
3736,2023-03-25,23,9
3737,2023-03-25,24,12
3738,2023-03-25,25,21
3739,2023-03-25,26,10
3740,2023-03-25,27,3
3741,2023-03-25,28,11
3742,2023-03-25,29,12
3743,2023-03-25,30,24
3744,2023-03-25,31,36
3745,2023-03-25,32,18
3746,2023-03-25,33,28
3747,2023-03-25,34,22
3748,2023-03-25,35,19
3749,2023-03-25,36,13
3750,2023-03-25,37,15
3751,2023-03-25,38,15
3752,2023-03-25,39,10
3753,2023-03-25,40,8
3754,2023-03-25,41,36
3755,2023-03-25,42,7
3756,2023-03-25,43,10
3757,2023-03-25,44,4
3758,2023-03-25,45,3
3759,2023-03-26,1,30
3760,2023-03-26,2,26
3761,2023-03-26,3,15
3762,2023-03-26,4,14
3763,2023-03-26,5,18
3764,2023-03-26,6,14
3765,2023-03-26,7,71
3766,2023-03-26,8,24
3767,2023-03-26,9,55
3768,2023-03-26,10,14
3769,2023-03-26,11,11
3770,2023-03-26,12,6
3771,2023-03-26,13,10
3772,2023-03-26,14,7
3773,2023-03-26,15,15
3774,2023-03-26,16,7
3775,2023-03-26,17,9
3776,2023-03-26,18,15
3777,2023-03-26,19,16
3778,2023-03-26,20,20
3779,2023-03-26,21,15
3780,2023-03-26,22,41
3781,2023-03-26,23,17
3782,2023-03-26,24,10
3783,2023-03-26,25,23
3784,2023-03-26,26,14
3785,2023-03-26,27,8
3786,2023-03-26,28,20
3787,2023-03-26,29,20
3788,2023-03-26,30,25
3789,2023-03-26,31,29
3790,2023-03-26,32,26
3791,2023-03-26,33,13
3792,2023-03-26,34,14
3793,2023-03-26,35,16
3794,2023-03-26,36,13
3795,2023-03-26,37,9
3796,2023-03-26,38,14
3797,2023-03-26,39,8
3798,2023-03-26,40,7
3799,2023-03-26,41,35
3800,2023-03-26,42,9
3801,2023-03-26,43,12
3802,2023-03-26,44,8
3803,2023-03-26,45,7
3804,2023-03-27,1,14
3805,2023-03-27,2,14
3806,2023-03-27,3,8
3807,2023-03-27,4,9
3808,2023-03-27,5,20
3809,2023-03-27,6,6
3810,2023-03-27,7,51
3811,2023-03-27,8,25
3812,2023-03-27,9,39
3813,2023-03-27,10,14
3814,2023-03-27,11,6
3815,2023-03-27,12,7
3816,2023-03-27,13,9
3817,2023-03-27,14,5
3818,2023-03-27,15,20
3819,2023-03-27,16,11
3820,2023-03-27,17,6
3821,2023-03-27,18,9
3822,2023-03-27,19,17
3823,2023-03-27,20,18
3824,2023-03-27,21,10
3825,2023-03-27,22,31
3826,2023-03-27,23,11
3827,2023-03-27,24,2
3828,2023-03-27,25,14
3829,2023-03-27,26,5
3830,2023-03-27,27,4
3831,2023-03-27,28,19
3832,2023-03-27,29,16
3833,2023-03-27,30,14
3834,2023-03-27,31,23
3835,2023-03-27,32,24
3836,2023-03-27,33,8
3837,2023-03-27,34,9
3838,2023-03-27,35,11
3839,2023-03-27,36,13
3840,2023-03-27,37,12
3841,2023-03-27,38,10
3842,2023-03-27,39,13
3843,2023-03-27,40,7
3844,2023-03-27,41,38
3845,2023-03-27,42,7
3846,2023-03-27,43,5
3847,2023-03-27,44,6
3848,2023-03-27,45,4
3849,2023-03-28,1,17
3850,2023-03-28,2,19
3851,2023-03-28,3,17
3852,2023-03-28,4,10
3853,2023-03-28,5,15
3854,2023-03-28,6,11
3855,2023-03-28,7,54
3856,2023-03-28,8,25
3857,2023-03-28,9,33
3858,2023-03-28,10,10
3859,2023-03-28,11,6
3860,2023-03-28,12,11
3861,2023-03-28,13,9
3862,2023-03-28,14,4
3863,2023-03-28,15,7
3864,2023-03-28,16,11
3865,2023-03-28,17,10
3866,2023-03-28,18,9
3867,2023-03-28,19,10
3868,2023-03-28,20,26
3869,2023-03-28,21,9
3870,2023-03-28,22,26
3871,2023-03-28,23,17
3872,2023-03-28,24,4
3873,2023-03-28,25,14
3874,2023-03-28,26,4
3875,2023-03-28,27,4
3876,2023-03-28,28,10
3877,2023-03-28,29,15
3878,2023-03-28,30,11
3879,2023-03-28,31,32
3880,2023-03-28,32,26
3881,2023-03-28,33,18
3882,2023-03-28,34,14
3883,2023-03-28,35,10
3884,2023-03-28,36,10
3885,2023-03-28,37,9
3886,2023-03-28,38,7
3887,2023-03-28,39,5
3888,2023-03-28,40,12
3889,2023-03-28,41,26
3890,2023-03-28,42,9
3891,2023-03-28,43,5
3892,2023-03-28,44,7
3893,2023-03-28,45,2
3894,2023-03-29,1,20
3895,2023-03-29,2,11
3896,2023-03-29,3,13
3897,2023-03-29,4,14
3898,2023-03-29,5,15
3899,2023-03-29,6,7
3900,2023-03-29,7,53
3901,2023-03-29,8,32
3902,2023-03-29,9,44
3903,2023-03-29,10,6
3904,2023-03-29,11,10
3905,2023-03-29,12,11
3906,2023-03-29,13,6
3907,2023-03-29,14,7
3908,2023-03-29,15,8
3909,2023-03-29,16,3
3910,2023-03-29,17,6
3911,2023-03-29,18,7
3912,2023-03-29,19,15
3913,2023-03-29,20,14
3914,2023-03-29,21,10
3915,2023-03-29,22,38
3916,2023-03-29,23,6
3917,2023-03-29,24,6
3918,2023-03-29,25,10
3919,2023-03-29,26,9
3920,2023-03-29,27,8
3921,2023-03-29,28,11
3922,2023-03-29,29,25
3923,2023-03-29,30,15
3924,2023-03-29,31,24
3925,2023-03-29,32,15
3926,2023-03-29,33,14
3927,2023-03-29,34,9
3928,2023-03-29,35,10
3929,2023-03-29,36,17
3930,2023-03-29,37,8
3931,2023-03-29,38,12
3932,2023-03-29,39,11
3933,2023-03-29,40,6
3934,2023-03-29,41,27
3935,2023-03-29,42,9
3936,2023-03-29,43,7
3937,2023-03-29,44,5
3938,2023-03-29,45,1
3939,2023-03-30,1,21
3940,2023-03-30,2,14
3941,2023-03-30,3,9
3942,2023-03-30,4,12
3943,2023-03-30,5,21
3944,2023-03-30,6,10
3945,2023-03-30,7,49
3946,2023-03-30,8,30
3947,2023-03-30,9,36
3948,2023-03-30,10,12
3949,2023-03-30,11,8
3950,2023-03-30,12,4
3951,2023-03-30,13,9
3952,2023-03-30,14,4
3953,2023-03-30,15,8
3954,2023-03-30,16,7
3955,2023-03-30,17,8
3956,2023-03-30,18,13
3957,2023-03-30,19,18
3958,2023-03-30,20,27
3959,2023-03-30,21,12
3960,2023-03-30,22,37
3961,2023-03-30,23,17
3962,2023-03-30,24,9
3963,2023-03-30,25,18
3964,2023-03-30,26,3
3965,2023-03-30,27,8
3966,2023-03-30,28,10
3967,2023-03-30,29,14
3968,2023-03-30,30,13
3969,2023-03-30,31,26
3970,2023-03-30,32,18
3971,2023-03-30,33,17
3972,2023-03-30,34,14
3973,2023-03-30,35,11
3974,2023-03-30,36,13
3975,2023-03-30,37,7
3976,2023-03-30,38,13
3977,2023-03-30,39,10
3978,2023-03-30,40,5
3979,2023-03-30,41,24
3980,2023-03-30,42,9
3981,2023-03-30,43,6
3982,2023-03-30,44,6
3983,2023-03-30,45,6
3984,2023-03-31,1,19
3985,2023-03-31,2,10
3986,2023-03-31,3,3
3987,2023-03-31,4,14
3988,2023-03-31,5,21
3989,2023-03-31,6,7
3990,2023-03-31,7,50
3991,2023-03-31,8,23
3992,2023-03-31,9,37
3993,2023-03-31,10,7
3994,2023-03-31,11,11
3995,2023-03-31,12,13
3996,2023-03-31,13,6
3997,2023-03-31,14,7
3998,2023-03-31,15,5
3999,2023-03-31,16,12
4000,2023-03-31,17,7
4001,2023-03-31,18,12
4002,2023-03-31,19,18
4003,2023-03-31,20,18
4004,2023-03-31,21,9
4005,2023-03-31,22,24
4006,2023-03-31,23,19
4007,2023-03-31,24,5
4008,2023-03-31,25,11
4009,2023-03-31,26,12
4010,2023-03-31,27,3
4011,2023-03-31,28,11
4012,2023-03-31,29,10
4013,2023-03-31,30,12
4014,2023-03-31,31,26
4015,2023-03-31,32,18
4016,2023-03-31,33,12
4017,2023-03-31,34,15
4018,2023-03-31,35,9
4019,2023-03-31,36,8
4020,2023-03-31,37,6
4021,2023-03-31,38,8
4022,2023-03-31,39,13
4023,2023-03-31,40,6
4024,2023-03-31,41,28
4025,2023-03-31,42,3
4026,2023-03-31,43,6
4027,2023-03-31,44,11
4028,2023-03-31,45,1
4029,2023-04-01,1,27
4030,2023-04-01,2,23
4031,2023-04-01,3,21
4032,2023-04-01,4,19
4033,2023-04-01,5,25
4034,2023-04-01,6,8
4035,2023-04-01,7,64
4036,2023-04-01,8,36
4037,2023-04-01,9,53
4038,2023-04-01,10,11
4039,2023-04-01,11,5
4040,2023-04-01,12,7
4041,2023-04-01,13,8
4042,2023-04-01,14,12
4043,2023-04-01,15,16
4044,2023-04-01,16,11
4045,2023-04-01,17,15
4046,2023-04-01,18,14
4047,2023-04-01,19,17
4048,2023-04-01,20,30
4049,2023-04-01,21,11
4050,2023-04-01,22,41
4051,2023-04-01,23,14
4052,2023-04-01,24,5
4053,2023-04-01,25,16
4054,2023-04-01,26,8
4055,2023-04-01,27,10
4056,2023-04-01,28,15
4057,2023-04-01,29,20
4058,2023-04-01,30,19
4059,2023-04-01,31,37
4060,2023-04-01,32,31
4061,2023-04-01,33,22
4062,2023-04-01,34,16
4063,2023-04-01,35,27
4064,2023-04-01,36,6
4065,2023-04-01,37,8
4066,2023-04-01,38,9
4067,2023-04-01,39,10
4068,2023-04-01,40,14
4069,2023-04-01,41,55
4070,2023-04-01,42,5
4071,2023-04-01,43,7
4072,2023-04-01,44,5
4073,2023-04-01,45,3
4074,2023-04-02,1,22
4075,2023-04-02,2,24
4076,2023-04-02,3,12
4077,2023-04-02,4,28
4078,2023-04-02,5,34
4079,2023-04-02,6,7
4080,2023-04-02,7,94
4081,2023-04-02,8,41
4082,2023-04-02,9,48
4083,2023-04-02,10,19
4084,2023-04-02,11,13
4085,2023-04-02,12,9
4086,2023-04-02,13,6
4087,2023-04-02,14,9
4088,2023-04-02,15,11
4089,2023-04-02,16,13
4090,2023-04-02,17,14
4091,2023-04-02,18,16
4092,2023-04-02,19,18
4093,2023-04-02,20,30
4094,2023-04-02,21,12
4095,2023-04-02,22,41
4096,2023-04-02,23,18
4097,2023-04-02,24,6
4098,2023-04-02,25,18
4099,2023-04-02,26,8
4100,2023-04-02,27,9
4101,2023-04-02,28,22
4102,2023-04-02,29,27
4103,2023-04-02,30,19
4104,2023-04-02,31,37
4105,2023-04-02,32,28
4106,2023-04-02,33,25
4107,2023-04-02,34,21
4108,2023-04-02,35,21
4109,2023-04-02,36,14
4110,2023-04-02,37,10
4111,2023-04-02,38,14
4112,2023-04-02,39,11
4113,2023-04-02,40,8
4114,2023-04-02,41,37
4115,2023-04-02,42,3
4116,2023-04-02,43,12
4117,2023-04-02,44,2
4118,2023-04-02,45,7
4119,2023-04-03,1,17
4120,2023-04-03,2,13
4121,2023-04-03,3,5
4122,2023-04-03,4,11
4123,2023-04-03,5,16
4124,2023-04-03,6,9
4125,2023-04-03,7,57
4126,2023-04-03,8,34
4127,2023-04-03,9,31
4128,2023-04-03,10,17
4129,2023-04-03,11,7
4130,2023-04-03,12,7
4131,2023-04-03,13,6
4132,2023-04-03,14,2
4133,2023-04-03,15,20
4134,2023-04-03,16,5
4135,2023-04-03,17,14
4136,2023-04-03,18,14
4137,2023-04-03,19,12
4138,2023-04-03,20,24
4139,2023-04-03,21,11
4140,2023-04-03,22,41
4141,2023-04-03,23,9
4142,2023-04-03,24,5
4143,2023-04-03,25,7
4144,2023-04-03,26,6
4145,2023-04-03,27,4
4146,2023-04-03,28,15
4147,2023-04-03,29,11
4148,2023-04-03,30,22
4149,2023-04-03,31,27
4150,2023-04-03,32,25
4151,2023-04-03,33,10
4152,2023-04-03,34,17
4153,2023-04-03,35,24
4154,2023-04-03,36,14
4155,2023-04-03,37,7
4156,2023-04-03,38,9
4157,2023-04-03,39,10
4158,2023-04-03,40,7
4159,2023-04-03,41,30
4160,2023-04-03,42,2
4161,2023-04-03,43,10
4162,2023-04-03,44,5
4163,2023-04-04,1,20
4164,2023-04-04,2,19
4165,2023-04-04,3,8
4166,2023-04-04,4,12
4167,2023-04-04,5,17
4168,2023-04-04,6,9
4169,2023-04-04,7,56
4170,2023-04-04,8,20
4171,2023-04-04,9,25
4172,2023-04-04,10,8
4173,2023-04-04,11,13
4174,2023-04-04,12,5
4175,2023-04-04,13,5
4176,2023-04-04,14,3
4177,2023-04-04,15,8
4178,2023-04-04,16,10
4179,2023-04-04,17,8
4180,2023-04-04,18,12
4181,2023-04-04,19,19
4182,2023-04-04,20,24
4183,2023-04-04,21,10
4184,2023-04-04,22,29
4185,2023-04-04,23,11
4186,2023-04-04,24,10
4187,2023-04-04,25,16
4188,2023-04-04,26,6
4189,2023-04-04,27,7
4190,2023-04-04,28,12
4191,2023-04-04,29,14
4192,2023-04-04,30,20
4193,2023-04-04,31,29
4194,2023-04-04,32,16
4195,2023-04-04,33,20
4196,2023-04-04,34,19
4197,2023-04-04,35,9
4198,2023-04-04,36,6
4199,2023-04-04,37,9
4200,2023-04-04,38,15
4201,2023-04-04,39,12
4202,2023-04-04,40,4
4203,2023-04-04,41,28
4204,2023-04-04,42,5
4205,2023-04-04,43,4
4206,2023-04-04,44,2
4207,2023-04-04,45,4
4208,2023-04-05,1,17
4209,2023-04-05,2,21
4210,2023-04-05,3,9
4211,2023-04-05,4,16
4212,2023-04-05,5,17
4213,2023-04-05,6,7
4214,2023-04-05,7,61
4215,2023-04-05,8,29
4216,2023-04-05,9,40
4217,2023-04-05,10,10
4218,2023-04-05,11,8
4219,2023-04-05,12,8
4220,2023-04-05,13,7
4221,2023-04-05,14,4
4222,2023-04-05,15,17
4223,2023-04-05,16,9
4224,2023-04-05,17,5
4225,2023-04-05,18,11
4226,2023-04-05,19,9
4227,2023-04-05,20,19
4228,2023-04-05,21,5
4229,2023-04-05,22,45
4230,2023-04-05,23,11
4231,2023-04-05,24,5
4232,2023-04-05,25,10
4233,2023-04-05,26,4
4234,2023-04-05,27,6
4235,2023-04-05,28,16
4236,2023-04-05,29,15
4237,2023-04-05,30,9
4238,2023-04-05,31,17
4239,2023-04-05,32,13
4240,2023-04-05,33,15
4241,2023-04-05,34,11
4242,2023-04-05,35,9
4243,2023-04-05,36,7
4244,2023-04-05,37,13
4245,2023-04-05,38,12
4246,2023-04-05,39,6
4247,2023-04-05,40,7
4248,2023-04-05,41,29
4249,2023-04-05,42,5
4250,2023-04-05,43,3
4251,2023-04-05,44,3
4252,2023-04-05,45,4
4253,2023-04-06,1,22
4254,2023-04-06,2,16
4255,2023-04-06,3,7
4256,2023-04-06,4,15
4257,2023-04-06,5,13
4258,2023-04-06,6,7
4259,2023-04-06,7,70
4260,2023-04-06,8,29
4261,2023-04-06,9,35
4262,2023-04-06,10,17
4263,2023-04-06,11,9
4264,2023-04-06,12,7
4265,2023-04-06,13,6
4266,2023-04-06,14,8
4267,2023-04-06,15,9
4268,2023-04-06,16,6
4269,2023-04-06,17,8
4270,2023-04-06,18,15
4271,2023-04-06,19,17
4272,2023-04-06,20,36
4273,2023-04-06,21,11
4274,2023-04-06,22,31
4275,2023-04-06,23,10
4276,2023-04-06,24,4
4277,2023-04-06,25,13
4278,2023-04-06,26,5
4279,2023-04-06,27,6
4280,2023-04-06,28,14
4281,2023-04-06,29,19
4282,2023-04-06,30,20
4283,2023-04-06,31,28
4284,2023-04-06,32,14
4285,2023-04-06,33,22
4286,2023-04-06,34,17
4287,2023-04-06,35,13
4288,2023-04-06,36,11
4289,2023-04-06,37,12
4290,2023-04-06,38,9
4291,2023-04-06,39,9
4292,2023-04-06,40,11
4293,2023-04-06,41,22
4294,2023-04-06,42,5
4295,2023-04-06,43,7
4296,2023-04-06,44,2
4297,2023-04-06,45,3
4298,2023-04-07,1,24
4299,2023-04-07,2,13
4300,2023-04-07,3,13
4301,2023-04-07,4,17
4302,2023-04-07,5,20
4303,2023-04-07,6,10
4304,2023-04-07,7,46
4305,2023-04-07,8,19
4306,2023-04-07,9,40
4307,2023-04-07,10,17
4308,2023-04-07,11,12
4309,2023-04-07,12,5
4310,2023-04-07,13,3
4311,2023-04-07,14,4
4312,2023-04-07,15,6
4313,2023-04-07,16,6
4314,2023-04-07,17,5
4315,2023-04-07,18,12
4316,2023-04-07,19,15
4317,2023-04-07,20,33
4318,2023-04-07,21,9
4319,2023-04-07,22,25
4320,2023-04-07,23,12
4321,2023-04-07,24,8
4322,2023-04-07,25,13
4323,2023-04-07,26,10
4324,2023-04-07,27,6
4325,2023-04-07,28,24
4326,2023-04-07,29,22
4327,2023-04-07,30,17
4328,2023-04-07,31,23
4329,2023-04-07,32,23
4330,2023-04-07,33,22
4331,2023-04-07,34,19
4332,2023-04-07,35,16
4333,2023-04-07,36,16
4334,2023-04-07,37,13
4335,2023-04-07,38,9
4336,2023-04-07,39,8
4337,2023-04-07,40,7
4338,2023-04-07,41,28
4339,2023-04-07,42,5
4340,2023-04-07,43,10
4341,2023-04-07,44,5
4342,2023-04-07,45,3
4343,2023-04-08,1,40
4344,2023-04-08,2,19
4345,2023-04-08,3,16
4346,2023-04-08,4,18
4347,2023-04-08,5,25
4348,2023-04-08,6,15
4349,2023-04-08,7,89
4350,2023-04-08,8,22
4351,2023-04-08,9,59
4352,2023-04-08,10,7
4353,2023-04-08,11,11
4354,2023-04-08,12,10
4355,2023-04-08,13,7
4356,2023-04-08,14,9
4357,2023-04-08,15,15
4358,2023-04-08,16,10
4359,2023-04-08,17,10
4360,2023-04-08,18,10
4361,2023-04-08,19,18
4362,2023-04-08,20,41
4363,2023-04-08,21,14
4364,2023-04-08,22,33
4365,2023-04-08,23,10
4366,2023-04-08,24,15
4367,2023-04-08,25,14
4368,2023-04-08,26,4
4369,2023-04-08,27,9
4370,2023-04-08,28,19
4371,2023-04-08,29,22
4372,2023-04-08,30,26
4373,2023-04-08,31,37
4374,2023-04-08,32,25
4375,2023-04-08,33,18
4376,2023-04-08,34,23
4377,2023-04-08,35,20
4378,2023-04-08,36,15
4379,2023-04-08,37,17
4380,2023-04-08,38,9
4381,2023-04-08,39,8
4382,2023-04-08,40,9
4383,2023-04-08,41,38
4384,2023-04-08,42,6
4385,2023-04-08,43,8
4386,2023-04-08,44,8
4387,2023-04-08,45,8
4388,2023-04-09,1,26
4389,2023-04-09,2,21
4390,2023-04-09,3,16
4391,2023-04-09,4,16
4392,2023-04-09,5,24
4393,2023-04-09,6,12
4394,2023-04-09,7,79
4395,2023-04-09,8,32
4396,2023-04-09,9,56
4397,2023-04-09,10,15
4398,2023-04-09,11,13
4399,2023-04-09,12,6
4400,2023-04-09,13,3
4401,2023-04-09,14,8
4402,2023-04-09,15,15
4403,2023-04-09,16,6
4404,2023-04-09,17,11
4405,2023-04-09,18,6
4406,2023-04-09,19,21
4407,2023-04-09,20,37
4408,2023-04-09,21,9
4409,2023-04-09,22,48
4410,2023-04-09,23,12
4411,2023-04-09,24,10
4412,2023-04-09,25,20
4413,2023-04-09,26,9
4414,2023-04-09,27,9
4415,2023-04-09,28,19
4416,2023-04-09,29,22
4417,2023-04-09,30,17
4418,2023-04-09,31,42
4419,2023-04-09,32,27
4420,2023-04-09,33,30
4421,2023-04-09,34,27
4422,2023-04-09,35,11
4423,2023-04-09,36,12
4424,2023-04-09,37,24
4425,2023-04-09,38,20
4426,2023-04-09,39,17
4427,2023-04-09,40,11
4428,2023-04-09,41,46
4429,2023-04-09,42,5
4430,2023-04-09,43,4
4431,2023-04-09,44,5
4432,2023-04-09,45,6
4433,2023-04-10,1,29
4434,2023-04-10,2,12
4435,2023-04-10,3,9
4436,2023-04-10,4,19
4437,2023-04-10,5,29
4438,2023-04-10,6,5
4439,2023-04-10,7,49
4440,2023-04-10,8,25
4441,2023-04-10,9,23
4442,2023-04-10,10,11
4443,2023-04-10,11,11
4444,2023-04-10,12,5
4445,2023-04-10,13,4
4446,2023-04-10,14,5
4447,2023-04-10,15,18
4448,2023-04-10,16,6
4449,2023-04-10,17,8
4450,2023-04-10,18,19
4451,2023-04-10,19,14
4452,2023-04-10,20,25
4453,2023-04-10,21,9
4454,2023-04-10,22,40
4455,2023-04-10,23,12
4456,2023-04-10,24,4
4457,2023-04-10,25,10
4458,2023-04-10,26,10
4459,2023-04-10,27,5
4460,2023-04-10,28,12
4461,2023-04-10,29,11
4462,2023-04-10,30,16
4463,2023-04-10,31,21
