transaction_id,product_id,date,quantity,note,expiry_date
1060,11,2024-12-09,73,Stok girişi,2025-12-04
1061,11,2024-12-16,78,Stok girişi,2025-12-11
1062,11,2024-12-22,82,Stok girişi,2025-12-17
1063,11,2024-12-30,93,Stok girişi,2025-12-25
1064,12,2023-01-01,68,Stok girişi,2023-12-27
1065,12,2023-01-07,75,Stok girişi,2024-01-02
1066,12,2023-01-14,63,Stok girişi,2024-01-09
1067,12,2023-01-22,77,Stok girişi,2024-01-17
1068,12,2023-01-31,62,Stok girişi,2024-01-26
1069,12,2023-02-07,75,Stok girişi,2024-02-02
1070,12,2023-02-14,76,Stok girişi,2024-02-09
1071,12,2023-02-22,70,Stok girişi,2024-02-17
1072,12,2023-03-01,66,Stok girişi,2024-02-24
1073,12,2023-03-09,65,Stok girişi,2024-03-03
1074,12,2023-03-17,79,Stok girişi,2024-03-11
1075,12,2023-03-23,62,Stok girişi,2024-03-17
1076,12,2023-04-01,78,Stok girişi,2024-03-26
1077,12,2023-04-09,77,Stok girişi,2024-04-03
1078,12,2023-04-16,74,Stok girişi,2024-04-10
1079,12,2023-04-23,64,Stok girişi,2024-04-17
1080,12,2023-05-01,76,Stok girişi,2024-04-25
1081,12,2023-05-10,69,Stok girişi,2024-05-04
1082,12,2023-05-18,72,Stok girişi,2024-05-12
1083,12,2023-05-27,68,Stok girişi,2024-05-21
1084,12,2023-06-02,67,Stok girişi,2024-05-27
1085,12,2023-06-10,74,Stok girişi,2024-06-04
1086,12,2023-06-18,69,Stok girişi,2024-06-12
1087,12,2023-06-27,66,Stok girişi,2024-06-21
1088,12,2023-07-03,77,Stok girişi,2024-06-27
1089,12,2023-07-09,74,Stok girişi,2024-07-03
1090,12,2023-07-18,72,Stok girişi,2024-07-12
1091,12,2023-07-26,77,Stok girişi,2024-07-20
1092,12,2023-08-04,64,Stok girişi,2024-07-29
1093,12,2023-08-13,76,Stok girişi,2024-08-07
1094,12,2023-08-22,65,Stok girişi,2024-08-16
1095,12,2023-08-30,66,Stok girişi,2024-08-24
1096,12,2023-09-06,71,Stok girişi,2024-08-31
1097,12,2023-09-15,76,Stok girişi,2024-09-09
1098,12,2023-09-21,60,Stok girişi,2024-09-15
1099,12,2023-09-30,59,Stok girişi,2024-09-24
1100,12,2023-10-07,68,Stok girişi,2024-10-01
1101,12,2023-10-13,80,Stok girişi,2024-10-07
1102,12,2023-10-22,63,Stok girişi,2024-10-16
1103,12,2023-10-29,78,Stok girişi,2024-10-23
1104,12,2023-11-06,62,Stok girişi,2024-10-31
1105,12,2023-11-14,61,Stok girişi,2024-11-08
1106,12,2023-11-22,64,Stok girişi,2024-11-16
1107,12,2023-11-30,73,Stok girişi,2024-11-24
1108,12,2023-12-07,60,Stok girişi,2024-12-01
1109,12,2023-12-15,74,Stok girişi,2024-12-09
1110,12,2023-12-22,68,Stok girişi,2024-12-16
1111,12,2023-12-28,74,Stok girişi,2024-12-22
1112,12,2024-01-03,63,Stok girişi,2024-12-28
1113,12,2024-01-09,62,Stok girişi,2025-01-03
1114,12,2024-01-16,70,Stok girişi,2025-01-10
1115,12,2024-01-25,59,Stok girişi,2025-01-19
1116,12,2024-02-02,76,Stok girişi,2025-01-27
1117,12,2024-02-11,74,Stok girişi,2025-02-05
1118,12,2024-02-20,60,Stok girişi,2025-02-14
1119,12,2024-02-29,61,Stok girişi,2025-02-23
1120,12,2024-03-06,61,Stok girişi,2025-03-01
1121,12,2024-03-14,78,Stok girişi,2025-03-09
1122,12,2024-03-21,67,Stok girişi,2025-03-16
1123,12,2024-03-28,72,Stok girişi,2025-03-23
1124,12,2024-04-04,60,Stok girişi,2025-03-30
1125,12,2024-04-10,72,Stok girişi,2025-04-05
1126,12,2024-04-17,68,Stok girişi,2025-04-12
1127,12,2024-04-24,72,Stok girişi,2025-04-19
1128,12,2024-05-01,78,Stok girişi,2025-04-26
1129,12,2024-05-10,77,Stok girişi,2025-05-05
1130,12,2024-05-16,78,Stok girişi,2025-05-11
1131,12,2024-05-23,75,Stok girişi,2025-05-18
1132,12,2024-06-01,66,Stok girişi,2025-05-27
1133,12,2024-06-10,66,Stok girişi,2025-06-05
1134,12,2024-06-17,64,Stok girişi,2025-06-12
1135,12,2024-06-23,64,Stok girişi,2025-06-18
1136,12,2024-07-01,75,Stok girişi,2025-06-26
1137,12,2024-07-07,77,Stok girişi,2025-07-02
1138,12,2024-07-15,63,Stok girişi,2025-07-10
1139,12,2024-07-22,75,Stok girişi,2025-07-17
1140,12,2024-07-30,73,Stok girişi,2025-07-25
1141,12,2024-08-06,69,Stok girişi,2025-08-01
1142,12,2024-08-12,64,Stok girişi,2025-08-07
1143,12,2024-08-18,70,Stok girişi,2025-08-13
1144,12,2024-08-24,80,Stok girişi,2025-08-19
1145,12,2024-09-01,62,Stok girişi,2025-08-27
1146,12,2024-09-10,67,Stok girişi,2025-09-05
1147,12,2024-09-17,75,Stok girişi,2025-09-12
1148,12,2024-09-23,59,Stok girişi,2025-09-18
1149,12,2024-09-29,59,Stok girişi,2025-09-24
1150,12,2024-10-06,60,Stok girişi,2025-10-01
1151,12,2024-10-12,79,Stok girişi,2025-10-07
1152,12,2024-10-21,70,Stok girişi,2025-10-16
1153,12,2024-10-30,68,Stok girişi,2025-10-25
1154,12,2024-11-08,61,Stok girişi,2025-11-03
1155,12,2024-11-15,65,Stok girişi,2025-11-10
1156,12,2024-11-23,61,Stok girişi,2025-11-18
1157,12,2024-11-30,79,Stok girişi,2025-11-25
1158,12,2024-12-07,70,Stok girişi,2025-12-02
1159,12,2024-12-16,71,Stok girişi,2025-12-11
1160,12,2024-12-22,66,Stok girişi,2025-12-17
1161,12,2024-12-31,74,Stok girişi,2025-12-26
1162,13,2023-01-01,60,Stok girişi,2023-12-27
1163,13,2023-01-07,78,Stok girişi,2024-01-02
1164,13,2023-01-13,69,Stok girişi,2024-01-08
1165,13,2023-01-19,65,Stok girişi,2024-01-14
1166,13,2023-01-26,62,Stok girişi,2024-01-21
1167,13,2023-02-02,74,Stok girişi,2024-01-28
1168,13,2023-02-09,69,Stok girişi,2024-02-04
1169,13,2023-02-17,70,Stok girişi,2024-02-12
1170,13,2023-02-25,63,Stok girişi,2024-02-20
1171,13,2023-03-04,75,Stok girişi,2024-02-27
1172,13,2023-03-12,74,Stok girişi,2024-03-06
1173,13,2023-03-18,75,Stok girişi,2024-03-12
1174,13,2023-03-24,66,Stok girişi,2024-03-18
1175,13,2023-04-02,65,Stok girişi,2024-03-27
1176,13,2023-04-08,65,Stok girişi,2024-04-02
1177,13,2023-04-14,69,Stok girişi,2024-04-08
1178,13,2023-04-22,60,Stok girişi,2024-04-16
1179,13,2023-04-29,67,Stok girişi,2024-04-23
1180,13,2023-05-07,75,Stok girişi,2024-05-01
1181,13,2023-05-13,64,Stok girişi,2024-05-07
1182,13,2023-05-19,60,Stok girişi,2024-05-13
1183,13,2023-05-25,64,Stok girişi,2024-05-19
1184,13,2023-06-03,67,Stok girişi,2024-05-28
1185,13,2023-06-10,63,Stok girişi,2024-06-04
1186,13,2023-06-16,71,Stok girişi,2024-06-10
1187,13,2023-06-25,64,Stok girişi,2024-06-19
1188,13,2023-07-02,68,Stok girişi,2024-06-26
1189,13,2023-07-10,65,Stok girişi,2024-07-04
1190,13,2023-07-16,71,Stok girişi,2024-07-10
1191,13,2023-07-22,70,Stok girişi,2024-07-16
1192,13,2023-07-28,63,Stok girişi,2024-07-22
1193,13,2023-08-03,79,Stok girişi,2024-07-28
1194,13,2023-08-09,77,Stok girişi,2024-08-03
1195,13,2023-08-17,75,Stok girişi,2024-08-11
1196,13,2023-08-25,66,Stok girişi,2024-08-19
1197,13,2023-09-03,59,Stok girişi,2024-08-28
1198,13,2023-09-10,65,Stok girişi,2024-09-04
1199,13,2023-09-18,75,Stok girişi,2024-09-12
1200,13,2023-09-25,69,Stok girişi,2024-09-19
1201,13,2023-10-04,80,Stok girişi,2024-09-28
1202,13,2023-10-11,74,Stok girişi,2024-10-05
1203,13,2023-10-18,62,Stok girişi,2024-10-12
1204,13,2023-10-27,60,Stok girişi,2024-10-21
1205,13,2023-11-04,72,Stok girişi,2024-10-29
1206,13,2023-11-10,79,Stok girişi,2024-11-04
1207,13,2023-11-16,75,Stok girişi,2024-11-10
1208,13,2023-11-25,77,Stok girişi,2024-11-19
1209,13,2023-12-03,61,Stok girişi,2024-11-27
1210,13,2023-12-10,68,Stok girişi,2024-12-04
1211,13,2023-12-16,79,Stok girişi,2024-12-10
1212,13,2023-12-23,74,Stok girişi,2024-12-17
1213,13,2023-12-29,60,Stok girişi,2024-12-23
1214,13,2024-01-05,78,Stok girişi,2024-12-30
1215,13,2024-01-14,74,Stok girişi,2025-01-08
1216,13,2024-01-22,69,Stok girişi,2025-01-16
1217,13,2024-01-28,71,Stok girişi,2025-01-22
1218,13,2024-02-04,72,Stok girişi,2025-01-29
1219,13,2024-02-13,61,Stok girişi,2025-02-07
1220,13,2024-02-19,68,Stok girişi,2025-02-13
1221,13,2024-02-26,64,Stok girişi,2025-02-20
1222,13,2024-03-05,77,Stok girişi,2025-02-28
1223,13,2024-03-14,74,Stok girişi,2025-03-09
1224,13,2024-03-22,66,Stok girişi,2025-03-17
1225,13,2024-03-30,64,Stok girişi,2025-03-25
1226,13,2024-04-06,62,Stok girişi,2025-04-01
1227,13,2024-04-12,62,Stok girişi,2025-04-07
1228,13,2024-04-19,68,Stok girişi,2025-04-14
1229,13,2024-04-27,68,Stok girişi,2025-04-22
1230,13,2024-05-05,79,Stok girişi,2025-04-30
1231,13,2024-05-12,68,Stok girişi,2025-05-07
1232,13,2024-05-21,65,Stok girişi,2025-05-16
1233,13,2024-05-27,61,Stok girişi,2025-05-22
1234,13,2024-06-04,76,Stok girişi,2025-05-30
1235,13,2024-06-10,64,Stok girişi,2025-06-05
1236,13,2024-06-18,62,Stok girişi,2025-06-13
1237,13,2024-06-25,79,Stok girişi,2025-06-20
1238,13,2024-07-04,70,Stok girişi,2025-06-29
1239,13,2024-07-12,64,Stok girişi,2025-07-07
1240,13,2024-07-19,60,Stok girişi,2025-07-14
1241,13,2024-07-28,77,Stok girişi,2025-07-23
1242,13,2024-08-04,61,Stok girişi,2025-07-30
1243,13,2024-08-10,76,Stok girişi,2025-08-05
1244,13,2024-08-17,62,Stok girişi,2025-08-12
1245,13,2024-08-23,76,Stok girişi,2025-08-18
1246,13,2024-08-30,62,Stok girişi,2025-08-25
1247,13,2024-09-08,67,Stok girişi,2025-09-03
1248,13,2024-09-14,71,Stok girişi,2025-09-09
1249,13,2024-09-22,78,Stok girişi,2025-09-17
1250,13,2024-09-28,59,Stok girişi,2025-09-23
1251,13,2024-10-04,63,Stok girişi,2025-09-29
1252,13,2024-10-13,76,Stok girişi,2025-10-08
1253,13,2024-10-19,78,Stok girişi,2025-10-14
1254,13,2024-10-27,62,Stok girişi,2025-10-22
1255,13,2024-11-05,60,Stok girişi,2025-10-31
1256,13,2024-11-14,76,Stok girişi,2025-11-09
1257,13,2024-11-23,69,Stok girişi,2025-11-18
1258,13,2024-12-02,73,Stok girişi,2025-11-27
1259,13,2024-12-09,66,Stok girişi,2025-12-04
1260,13,2024-12-16,65,Stok girişi,2025-12-11
1261,13,2024-12-25,78,Stok girişi,2025-12-20
1262,13,2024-12-31,72,Stok girişi,2025-12-26
1263,14,2023-01-01,58,Stok girişi,2024-06-24
1264,14,2023-01-10,54,Stok girişi,2024-07-03
1265,14,2023-01-19,48,Stok girişi,2024-07-12
1266,14,2023-01-27,54,Stok girişi,2024-07-20
1267,14,2023-02-05,50,Stok girişi,2024-07-29
1268,14,2023-02-12,58,Stok girişi,2024-08-05
1269,14,2023-02-18,64,Stok girişi,2024-08-11
1270,14,2023-02-26,55,Stok girişi,2024-08-19
1271,14,2023-03-07,53,Stok girişi,2024-08-28
1272,14,2023-03-15,54,Stok girişi,2024-09-05
1273,14,2023-03-22,48,Stok girişi,2024-09-12
1274,14,2023-03-29,48,Stok girişi,2024-09-19
1275,14,2023-04-06,48,Stok girişi,2024-09-27
1276,14,2023-04-15,56,Stok girişi,2024-10-06
1277,14,2023-04-22,63,Stok girişi,2024-10-13
1278,14,2023-04-28,51,Stok girişi,2024-10-19
1279,14,2023-05-05,52,Stok girişi,2024-10-26
1280,14,2023-05-11,60,Stok girişi,2024-11-01
1281,14,2023-05-18,57,Stok girişi,2024-11-08
1282,14,2023-05-27,53,Stok girişi,2024-11-17
1283,14,2023-06-03,50,Stok girişi,2024-11-24
1284,14,2023-06-11,61,Stok girişi,2024-12-02
1285,14,2023-06-19,62,Stok girişi,2024-12-10
1286,14,2023-06-25,59,Stok girişi,2024-12-16
1287,14,2023-07-03,63,Stok girişi,2024-12-24
1288,14,2023-07-10,57,Stok girişi,2024-12-31
1289,14,2023-07-17,61,Stok girişi,2025-01-07
1290,14,2023-07-26,56,Stok girişi,2025-01-16
1291,14,2023-08-02,55,Stok girişi,2025-01-23
1292,14,2023-08-08,48,Stok girişi,2025-01-29
1293,14,2023-08-15,47,Stok girişi,2025-02-05
1294,14,2023-08-24,47,Stok girişi,2025-02-14
1295,14,2023-08-31,61,Stok girişi,2025-02-21
1296,14,2023-09-08,59,Stok girişi,2025-03-01
1297,14,2023-09-16,48,Stok girişi,2025-03-09
1298,14,2023-09-23,57,Stok girişi,2025-03-16
1299,14,2023-09-30,60,Stok girişi,2025-03-23
1300,14,2023-10-08,63,Stok girişi,2025-03-31
1301,14,2023-10-16,59,Stok girişi,2025-04-08
1302,14,2023-10-25,57,Stok girişi,2025-04-17
1303,14,2023-11-02,52,Stok girişi,2025-04-25
1304,14,2023-11-09,63,Stok girişi,2025-05-02
1305,14,2023-11-18,60,Stok girişi,2025-05-11
1306,14,2023-11-27,58,Stok girişi,2025-05-20
1307,14,2023-12-04,59,Stok girişi,2025-05-27
1308,14,2023-12-12,51,Stok girişi,2025-06-04
1309,14,2023-12-19,53,Stok girişi,2025-06-11
1310,14,2023-12-27,49,Stok girişi,2025-06-19
1311,14,2024-01-02,63,Stok girişi,2025-06-25
1312,14,2024-01-11,61,Stok girişi,2025-07-04
1313,14,2024-01-17,50,Stok girişi,2025-07-10
1314,14,2024-01-25,63,Stok girişi,2025-07-18
1315,14,2024-02-01,58,Stok girişi,2025-07-25
1316,14,2024-02-07,63,Stok girişi,2025-07-31
1317,14,2024-02-14,53,Stok girişi,2025-08-07
1318,14,2024-02-20,51,Stok girişi,2025-08-13
1319,14,2024-02-28,50,Stok girişi,2025-08-21
1320,14,2024-03-05,61,Stok girişi,2025-08-27
1321,14,2024-03-13,55,Stok girişi,2025-09-04
1322,14,2024-03-21,51,Stok girişi,2025-09-12
1323,14,2024-03-27,53,Stok girişi,2025-09-18
1324,14,2024-04-02,59,Stok girişi,2025-09-24
1325,14,2024-04-08,54,Stok girişi,2025-09-30
1326,14,2024-04-17,63,Stok girişi,2025-10-09
1327,14,2024-04-26,55,Stok girişi,2025-10-18
1328,14,2024-05-05,53,Stok girişi,2025-10-27
1329,14,2024-05-14,49,Stok girişi,2025-11-05
1330,14,2024-05-23,60,Stok girişi,2025-11-14
1331,14,2024-05-30,50,Stok girişi,2025-11-21
1332,14,2024-06-05,61,Stok girişi,2025-11-27
1333,14,2024-06-11,52,Stok girişi,2025-12-03
1334,14,2024-06-19,51,Stok girişi,2025-12-11
1335,14,2024-06-25,48,Stok girişi,2025-12-17
1336,14,2024-07-02,62,Stok girişi,2025-12-24
1337,14,2024-07-09,59,Stok girişi,2025-12-31
1338,14,2024-07-15,53,Stok girişi,2026-01-06
1339,14,2024-07-24,59,Stok girişi,2026-01-15
1340,14,2024-08-02,63,Stok girişi,2026-01-24
1341,14,2024-08-09,57,Stok girişi,2026-01-31
1342,14,2024-08-18,50,Stok girişi,2026-02-09
1343,14,2024-08-24,53,Stok girişi,2026-02-15
1344,14,2024-08-31,54,Stok girişi,2026-02-22
1345,14,2024-09-08,58,Stok girişi,2026-03-02
1346,14,2024-09-16,51,Stok girişi,2026-03-10
1347,14,2024-09-22,54,Stok girişi,2026-03-16
1348,14,2024-10-01,50,Stok girişi,2026-03-25
1349,14,2024-10-09,47,Stok girişi,2026-04-02
1350,14,2024-10-15,52,Stok girişi,2026-04-08
1351,14,2024-10-24,50,Stok girişi,2026-04-17
1352,14,2024-10-30,51,Stok girişi,2026-04-23
1353,14,2024-11-07,64,Stok girişi,2026-05-01
1354,14,2024-11-16,61,Stok girişi,2026-05-10
1355,14,2024-11-24,60,Stok girişi,2026-05-18
1356,14,2024-12-03,55,Stok girişi,2026-05-27
1357,14,2024-12-11,49,Stok girişi,2026-06-04
1358,14,2024-12-20,50,Stok girişi,2026-06-13
1359,14,2024-12-29,53,Stok girişi,2026-06-22
1360,15,2023-01-01,96,Stok girişi,2023-12-27
1361,15,2023-01-10,110,Stok girişi,2024-01-05
1362,15,2023-01-17,123,Stok girişi,2024-01-12
1363,15,2023-01-23,100,Stok girişi,2024-01-18
1364,15,2023-01-29,98,Stok girişi,2024-01-24
1365,15,2023-02-06,122,Stok girişi,2024-02-01
1366,15,2023-02-15,127,Stok girişi,2024-02-10
1367,15,2023-02-22,113,Stok girişi,2024-02-17
1368,15,2023-03-03,122,Stok girişi,2024-02-26
1369,15,2023-03-12,127,Stok girişi,2024-03-06
1370,15,2023-03-21,114,Stok girişi,2024-03-15
1371,15,2023-03-28,111,Stok girişi,2024-03-22
1372,15,2023-04-03,108,Stok girişi,2024-03-28
1373,15,2023-04-09,112,Stok girişi,2024-04-03
1374,15,2023-04-16,99,Stok girişi,2024-04-10
1375,15,2023-04-25,101,Stok girişi,2024-04-19
1376,15,2023-05-02,127,Stok girişi,2024-04-26
1377,15,2023-05-09,99,Stok girişi,2024-05-03
1378,15,2023-05-18,97,Stok girişi,2024-05-12
1379,15,2023-05-27,101,Stok girişi,2024-05-21
1380,15,2023-06-03,123,Stok girişi,2024-05-28
1381,15,2023-06-11,105,Stok girişi,2024-06-05
1382,15,2023-06-17,98,Stok girişi,2024-06-11
1383,15,2023-06-26,113,Stok girişi,2024-06-20
1384,15,2023-07-04,112,Stok girişi,2024-06-28
1385,15,2023-07-10,121,Stok girişi,2024-07-04
1386,15,2023-07-19,98,Stok girişi,2024-07-13
1387,15,2023-07-26,100,Stok girişi,2024-07-20
1388,15,2023-08-01,126,Stok girişi,2024-07-26
1389,15,2023-08-07,121,Stok girişi,2024-08-01
1390,15,2023-08-15,124,Stok girişi,2024-08-09
1391,15,2023-08-23,108,Stok girişi,2024-08-17
1392,15,2023-09-01,114,Stok girişi,2024-08-26
1393,15,2023-09-10,96,Stok girişi,2024-09-04
1394,15,2023-09-18,108,Stok girişi,2024-09-12
1395,15,2023-09-27,96,Stok girişi,2024-09-21
1396,15,2023-10-05,118,Stok girişi,2024-09-29
1397,15,2023-10-11,120,Stok girişi,2024-10-05
1398,15,2023-10-19,125,Stok girişi,2024-10-13
1399,15,2023-10-25,106,Stok girişi,2024-10-19
1400,15,2023-11-02,105,Stok girişi,2024-10-27
1401,15,2023-11-11,124,Stok girişi,2024-11-05
1402,15,2023-11-17,127,Stok girişi,2024-11-11
1403,15,2023-11-24,99,Stok girişi,2024-11-18
1404,15,2023-12-03,121,Stok girişi,2024-11-27
1405,15,2023-12-11,104,Stok girişi,2024-12-05
1406,15,2023-12-20,115,Stok girişi,2024-12-14
1407,15,2023-12-26,101,Stok girişi,2024-12-20
1408,15,2024-01-02,125,Stok girişi,2024-12-27
1409,15,2024-01-11,120,Stok girişi,2025-01-05
1410,15,2024-01-19,122,Stok girişi,2025-01-13
1411,15,2024-01-26,97,Stok girişi,2025-01-20
1412,15,2024-02-04,99,Stok girişi,2025-01-29
1413,15,2024-02-10,101,Stok girişi,2025-02-04
1414,15,2024-02-17,123,Stok girişi,2025-02-11
1415,15,2024-02-24,96,Stok girişi,2025-02-18
1416,15,2024-03-01,126,Stok girişi,2025-02-24
1417,15,2024-03-08,104,Stok girişi,2025-03-03
1418,15,2024-03-17,112,Stok girişi,2025-03-12
1419,15,2024-03-23,118,Stok girişi,2025-03-18
1420,15,2024-03-30,107,Stok girişi,2025-03-25
1421,15,2024-04-08,101,Stok girişi,2025-04-03
1422,15,2024-04-17,114,Stok girişi,2025-04-12
1423,15,2024-04-25,106,Stok girişi,2025-04-20
1424,15,2024-05-03,120,Stok girişi,2025-04-28
1425,15,2024-05-09,104,Stok girişi,2025-05-04
1426,15,2024-05-18,96,Stok girişi,2025-05-13
1427,15,2024-05-25,123,Stok girişi,2025-05-20
1428,15,2024-06-01,117,Stok girişi,2025-05-27
1429,15,2024-06-09,117,Stok girişi,2025-06-04
1430,15,2024-06-15,124,Stok girişi,2025-06-10
1431,15,2024-06-21,111,Stok girişi,2025-06-16
1432,15,2024-06-28,116,Stok girişi,2025-06-23
1433,15,2024-07-04,102,Stok girişi,2025-06-29
1434,15,2024-07-12,119,Stok girişi,2025-07-07
1435,15,2024-07-20,109,Stok girişi,2025-07-15
1436,15,2024-07-29,123,Stok girişi,2025-07-24
1437,15,2024-08-07,103,Stok girişi,2025-08-02
1438,15,2024-08-16,105,Stok girişi,2025-08-11
1439,15,2024-08-25,114,Stok girişi,2025-08-20
1440,15,2024-08-31,112,Stok girişi,2025-08-26
1441,15,2024-09-08,114,Stok girişi,2025-09-03
1442,15,2024-09-16,105,Stok girişi,2025-09-11
1443,15,2024-09-22,111,Stok girişi,2025-09-17
1444,15,2024-09-30,128,Stok girişi,2025-09-25
1445,15,2024-10-08,124,Stok girişi,2025-10-03
1446,15,2024-10-16,117,Stok girişi,2025-10-11
1447,15,2024-10-24,101,Stok girişi,2025-10-19
1448,15,2024-10-31,125,Stok girişi,2025-10-26
1449,15,2024-11-09,117,Stok girişi,2025-11-04
1450,15,2024-11-16,119,Stok girişi,2025-11-11
1451,15,2024-11-25,128,Stok girişi,2025-11-20
1452,15,2024-12-03,125,Stok girişi,2025-11-28
1453,15,2024-12-12,108,Stok girişi,2025-12-07
1454,15,2024-12-18,114,Stok girişi,2025-12-13
1455,15,2024-12-25,106,Stok girişi,2025-12-20
1456,16,2023-01-01,88,Stok girişi,2023-09-28
1457,16,2023-01-10,94,Stok girişi,2023-10-07
1458,16,2023-01-18,84,Stok girişi,2023-10-15
1459,16,2023-01-25,92,Stok girişi,2023-10-22
1460,16,2023-02-01,78,Stok girişi,2023-10-29
1461,16,2023-02-10,74,Stok girişi,2023-11-07
1462,16,2023-02-18,89,Stok girişi,2023-11-15
1463,16,2023-02-25,95,Stok girişi,2023-11-22
1464,16,2023-03-05,87,Stok girişi,2023-11-30
1465,16,2023-03-12,80,Stok girişi,2023-12-07
1466,16,2023-03-20,81,Stok girişi,2023-12-15
1467,16,2023-03-28,80,Stok girişi,2023-12-23
1468,16,2023-04-05,83,Stok girişi,2023-12-31
1469,16,2023-04-11,83,Stok girişi,2024-01-06
1470,16,2023-04-17,83,Stok girişi,2024-01-12
1471,16,2023-04-24,84,Stok girişi,2024-01-19
1472,16,2023-05-03,84,Stok girişi,2024-01-28
1473,16,2023-05-12,72,Stok girişi,2024-02-06
1474,16,2023-05-19,74,Stok girişi,2024-02-13
1475,16,2023-05-26,80,Stok girişi,2024-02-20
1476,16,2023-06-04,75,Stok girişi,2024-02-29
1477,16,2023-06-11,91,Stok girişi,2024-03-07
1478,16,2023-06-20,79,Stok girişi,2024-03-16
1479,16,2023-06-27,79,Stok girişi,2024-03-23
1480,16,2023-07-03,71,Stok girişi,2024-03-29
1481,16,2023-07-11,76,Stok girişi,2024-04-06
1482,16,2023-07-18,85,Stok girişi,2024-04-13
1483,16,2023-07-25,83,Stok girişi,2024-04-20
1484,16,2023-07-31,74,Stok girişi,2024-04-26
1485,16,2023-08-09,87,Stok girişi,2024-05-05
1486,16,2023-08-18,82,Stok girişi,2024-05-14
1487,16,2023-08-27,81,Stok girişi,2024-05-23
1488,16,2023-09-02,84,Stok girişi,2024-05-29
1489,16,2023-09-10,95,Stok girişi,2024-06-06
1490,16,2023-09-18,90,Stok girişi,2024-06-14
1491,16,2023-09-25,71,Stok girişi,2024-06-21
1492,16,2023-10-01,87,Stok girişi,2024-06-27
1493,16,2023-10-08,77,Stok girişi,2024-07-04
1494,16,2023-10-16,79,Stok girişi,2024-07-12
1495,16,2023-10-22,81,Stok girişi,2024-07-18
1496,16,2023-10-30,75,Stok girişi,2024-07-26
1497,16,2023-11-05,78,Stok girişi,2024-08-01
1498,16,2023-11-13,82,Stok girişi,2024-08-09
1499,16,2023-11-21,82,Stok girişi,2024-08-17
1500,16,2023-11-28,80,Stok girişi,2024-08-24
1501,16,2023-12-07,80,Stok girişi,2024-09-02
1502,16,2023-12-14,75,Stok girişi,2024-09-09
1503,16,2023-12-23,71,Stok girişi,2024-09-18
1504,16,2023-12-30,89,Stok girişi,2024-09-25
1505,16,2024-01-06,76,Stok girişi,2024-10-02
1506,16,2024-01-12,86,Stok girişi,2024-10-08
1507,16,2024-01-19,74,Stok girişi,2024-10-15
1508,16,2024-01-25,80,Stok girişi,2024-10-21
1509,16,2024-02-02,90,Stok girişi,2024-10-29
1510,16,2024-02-08,86,Stok girişi,2024-11-04
1511,16,2024-02-14,88,Stok girişi,2024-11-10
1512,16,2024-02-20,72,Stok girişi,2024-11-16
1513,16,2024-02-26,81,Stok girişi,2024-11-22
1514,16,2024-03-06,74,Stok girişi,2024-12-01
1515,16,2024-03-14,83,Stok girişi,2024-12-09
1516,16,2024-03-21,76,Stok girişi,2024-12-16
1517,16,2024-03-27,78,Stok girişi,2024-12-22
1518,16,2024-04-02,88,Stok girişi,2024-12-28
1519,16,2024-04-10,87,Stok girişi,2025-01-05
1520,16,2024-04-17,81,Stok girişi,2025-01-12
1521,16,2024-04-23,84,Stok girişi,2025-01-18
1522,16,2024-04-29,78,Stok girişi,2025-01-24
1523,16,2024-05-05,83,Stok girişi,2025-01-30
1524,16,2024-05-12,91,Stok girişi,2025-02-06
1525,16,2024-05-19,80,Stok girişi,2025-02-13
1526,16,2024-05-28,78,Stok girişi,2025-02-22
1527,16,2024-06-03,85,Stok girişi,2025-02-28
1528,16,2024-06-10,88,Stok girişi,2025-03-07
1529,16,2024-06-19,79,Stok girişi,2025-03-16
1530,16,2024-06-25,71,Stok girişi,2025-03-22
1531,16,2024-07-01,94,Stok girişi,2025-03-28
1532,16,2024-07-10,75,Stok girişi,2025-04-06
1533,16,2024-07-16,91,Stok girişi,2025-04-12
1534,16,2024-07-22,89,Stok girişi,2025-04-18
1535,16,2024-07-28,94,Stok girişi,2025-04-24
1536,16,2024-08-04,82,Stok girişi,2025-05-01
1537,16,2024-08-12,78,Stok girişi,2025-05-09
1538,16,2024-08-18,73,Stok girişi,2025-05-15
1539,16,2024-08-25,93,Stok girişi,2025-05-22
1540,16,2024-09-02,80,Stok girişi,2025-05-30
1541,16,2024-09-10,82,Stok girişi,2025-06-07
1542,16,2024-09-16,73,Stok girişi,2025-06-13
1543,16,2024-09-22,71,Stok girişi,2025-06-19
1544,16,2024-09-29,88,Stok girişi,2025-06-26
1545,16,2024-10-06,79,Stok girişi,2025-07-03
1546,16,2024-10-15,95,Stok girişi,2025-07-12
1547,16,2024-10-23,93,Stok girişi,2025-07-20
1548,16,2024-10-29,80,Stok girişi,2025-07-26
1549,16,2024-11-06,76,Stok girişi,2025-08-03
1550,16,2024-11-15,81,Stok girişi,2025-08-12
1551,16,2024-11-24,78,Stok girişi,2025-08-21
1552,16,2024-12-03,88,Stok girişi,2025-08-30
1553,16,2024-12-12,91,Stok girişi,2025-09-08
1554,16,2024-12-19,74,Stok girişi,2025-09-15
1555,16,2024-12-25,96,Stok girişi,2025-09-21
1556,17,2023-01-01,61,Stok girişi,2023-06-30
1557,17,2023-01-10,76,Stok girişi,2023-07-09
1558,17,2023-01-19,63,Stok girişi,2023-07-18
